OldFM;NewFM;Generator;Size;Time;NSpecificTests;NNotSpecificTests;Specificity;FaultDetection
PPUv2.xml;PPUv6.xml;ACTS;12;182.0;4;8;0.33333334;0.90495867
PPUv2.xml;PPUv6.xml;MUTTESTGENERATOR;4;35.0;2;2;0.5;0.90495867
PPUv2.xml;PPUv6.xml;BDD_FMREDUCED;12;31.0;4;8;0.33333334;0.9053498
PPUv2.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;16;47.0;14;2;0.875;0.9194139
PPUv2.xml;PPUv7.xml;ACTS;12;189.0;7;5;0.5833333;0.9194139
PPUv2.xml;PPUv7.xml;MUTTESTGENERATOR;6;44.0;4;2;0.6666667;0.9194139
PPUv2.xml;PPUv7.xml;BDD_FMREDUCED;16;38.0;14;2;0.875;0.9194139
PPUv2.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;16;44.0;14;2;0.875;0.9130435
PPUv2.xml;PPUv8.xml;ACTS;12;196.0;9;3;0.75;0.9130435
PPUv2.xml;PPUv8.xml;MUTTESTGENERATOR;4;43.0;4;0;1.0;0.9130435
PPUv2.xml;PPUv8.xml;BDD_FMREDUCED;15;41.0;13;2;0.8666667;0.9130435
PPUv3.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;10.0;0;6;0.0;0.7181818
PPUv3.xml;PPUv2.xml;ACTS;6;66.0;0;6;0.0;0.7181818
PPUv3.xml;PPUv2.xml;MUTTESTGENERATOR;4;11.0;0;4;0.0;0.7181818
PPUv3.xml;PPUv2.xml;BDD_FMREDUCED;6;12.0;0;6;0.0;0.7181818
PPUv3.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;9;15.0;0;9;0.0;0.75974023
PPUv3.xml;PPUv4.xml;ACTS;9;82.0;0;9;0.0;0.75974023
PPUv3.xml;PPUv4.xml;MUTTESTGENERATOR;10;16.0;0;10;0.0;0.75974023
PPUv3.xml;PPUv4.xml;BDD_FMREDUCED;9;13.0;0;9;0.0;0.75974023
PPUv3.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;12;46.0;0;12;0.0;0.9067164
PPUv3.xml;PPUv5.xml;ACTS;12;218.0;0;12;0.0;0.9067164
PPUv3.xml;PPUv5.xml;MUTTESTGENERATOR;5;40.0;0;5;0.0;0.9067164
PPUv3.xml;PPUv5.xml;BDD_FMREDUCED;12;42.0;0;12;0.0;0.9067164
PPUv3.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;12;32.0;0;12;0.0;0.9053498
PPUv3.xml;PPUv6.xml;ACTS;12;194.0;0;12;0.0;0.9053498
PPUv3.xml;PPUv6.xml;MUTTESTGENERATOR;4;36.0;0;4;0.0;0.90495867
PPUv3.xml;PPUv6.xml;BDD_FMREDUCED;12;35.0;0;12;0.0;0.9053498
PPUv3.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;17;42.0;12;5;0.7058824;0.9194139
PPUv3.xml;PPUv7.xml;ACTS;12;197.0;5;7;0.41666666;0.9194139
PPUv3.xml;PPUv7.xml;MUTTESTGENERATOR;6;46.0;4;2;0.6666667;0.9194139
PPUv3.xml;PPUv7.xml;BDD_FMREDUCED;16;41.0;11;5;0.6875;0.919708
PPUv3.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;16;41.0;12;4;0.75;0.9133574
PPUv3.xml;PPUv8.xml;ACTS;12;203.0;7;5;0.5833333;0.9130435
PPUv3.xml;PPUv8.xml;MUTTESTGENERATOR;4;42.0;4;0;1.0;0.9133574
PPUv3.xml;PPUv8.xml;BDD_FMREDUCED;15;44.0;11;4;0.73333335;0.9133574
PPUv4.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;14.0;3;3;0.5;0.7181818
PPUv4.xml;PPUv2.xml;ACTS;6;52.0;3;3;0.5;0.7181818
PPUv4.xml;PPUv2.xml;MUTTESTGENERATOR;4;11.0;1;3;0.25;0.7181818
PPUv4.xml;PPUv2.xml;BDD_FMREDUCED;6;9.0;3;3;0.5;0.7181818
PPUv4.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;9;10.0;6;3;0.6666667;0.7
PPUv4.xml;PPUv3.xml;ACTS;7;55.0;4;3;0.5714286;0.7
PPUv4.xml;PPUv3.xml;MUTTESTGENERATOR;7;10.0;3;4;0.42857143;0.7
PPUv4.xml;PPUv3.xml;BDD_FMREDUCED;7;11.0;4;3;0.5714286;0.7
PPUv4.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;12;43.0;0;12;0.0;0.9067164
PPUv4.xml;PPUv5.xml;ACTS;12;225.0;0;12;0.0;0.9067164
PPUv4.xml;PPUv5.xml;MUTTESTGENERATOR;5;41.0;0;5;0.0;0.9067164
PPUv4.xml;PPUv5.xml;BDD_FMREDUCED;12;37.0;0;12;0.0;0.9067164
PPUv4.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;12;38.0;0;12;0.0;0.90495867
PPUv4.xml;PPUv6.xml;ACTS;12;185.0;0;12;0.0;0.90495867
PPUv4.xml;PPUv6.xml;MUTTESTGENERATOR;4;44.0;0;4;0.0;0.90495867
PPUv4.xml;PPUv6.xml;BDD_FMREDUCED;12;31.0;0;12;0.0;0.90495867
PPUv4.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;17;39.0;12;5;0.7058824;0.9194139
PPUv4.xml;PPUv7.xml;ACTS;12;184.0;5;7;0.41666666;0.9194139
PPUv4.xml;PPUv7.xml;MUTTESTGENERATOR;6;42.0;4;2;0.6666667;0.9194139
PPUv4.xml;PPUv7.xml;BDD_FMREDUCED;16;43.0;11;5;0.6875;0.919708
PPUv4.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;16;43.0;12;4;0.75;0.9130435
PPUv4.xml;PPUv8.xml;ACTS;12;196.0;7;5;0.5833333;0.9130435
PPUv4.xml;PPUv8.xml;MUTTESTGENERATOR;4;42.0;4;0;1.0;0.9130435
PPUv4.xml;PPUv8.xml;BDD_FMREDUCED;15;40.0;11;4;0.73333335;0.9130435
PPUv5.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;9.0;6;0;1.0;0.7181818
PPUv5.xml;PPUv2.xml;ACTS;6;49.0;6;0;1.0;0.7181818
PPUv5.xml;PPUv2.xml;MUTTESTGENERATOR;4;10.0;4;0;1.0;0.7181818
PPUv5.xml;PPUv2.xml;BDD_FMREDUCED;6;10.0;6;0;1.0;0.7181818
PPUv5.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;7;10.0;7;0;1.0;0.7
PPUv5.xml;PPUv3.xml;ACTS;7;60.0;7;0;1.0;0.7
PPUv5.xml;PPUv3.xml;MUTTESTGENERATOR;7;11.0;7;0;1.0;0.7
PPUv5.xml;PPUv3.xml;BDD_FMREDUCED;7;10.0;7;0;1.0;0.7
PPUv5.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;9;16.0;9;0;1.0;0.75974023
PPUv5.xml;PPUv4.xml;ACTS;9;136.0;9;0;1.0;0.75974023
PPUv5.xml;PPUv4.xml;MUTTESTGENERATOR;10;18.0;10;0;1.0;0.75974023
PPUv5.xml;PPUv4.xml;BDD_FMREDUCED;9;16.0;9;0;1.0;0.75974023
PPUv5.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;12;32.0;12;0;1.0;0.90495867
PPUv5.xml;PPUv6.xml;ACTS;12;173.0;12;0;1.0;0.90495867
PPUv5.xml;PPUv6.xml;MUTTESTGENERATOR;4;31.0;4;0;1.0;0.90495867
PPUv5.xml;PPUv6.xml;BDD_FMREDUCED;12;33.0;12;0;1.0;0.9053498
PPUv5.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;16;39.0;16;0;1.0;0.9194139
PPUv5.xml;PPUv7.xml;ACTS;12;186.0;12;0;1.0;0.9194139
PPUv5.xml;PPUv7.xml;MUTTESTGENERATOR;6;70.0;6;0;1.0;0.9194139
PPUv5.xml;PPUv7.xml;BDD_FMREDUCED;16;48.0;16;0;1.0;0.919708
PPUv5.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;15;42.0;15;0;1.0;0.9130435
PPUv5.xml;PPUv8.xml;ACTS;12;199.0;12;0;1.0;0.9133574
PPUv5.xml;PPUv8.xml;MUTTESTGENERATOR;4;46.0;4;0;1.0;0.9130435
PPUv5.xml;PPUv8.xml;BDD_FMREDUCED;15;47.0;15;0;1.0;0.9130435
PPUv6.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;10.0;3;3;0.5;0.7181818
PPUv6.xml;PPUv2.xml;ACTS;6;54.0;3;3;0.5;0.7181818
PPUv6.xml;PPUv2.xml;MUTTESTGENERATOR;4;11.0;1;3;0.25;0.7181818
PPUv6.xml;PPUv2.xml;BDD_FMREDUCED;6;11.0;3;3;0.5;0.7181818
PPUv6.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;9;10.0;6;3;0.6666667;0.7
PPUv6.xml;PPUv3.xml;ACTS;7;51.0;4;3;0.5714286;0.7
PPUv6.xml;PPUv3.xml;MUTTESTGENERATOR;7;11.0;3;4;0.42857143;0.7
PPUv6.xml;PPUv3.xml;BDD_FMREDUCED;7;8.0;4;3;0.5714286;0.7
PPUv6.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;11;16.0;7;4;0.6363636;0.75974023
PPUv6.xml;PPUv4.xml;ACTS;9;81.0;4;5;0.44444445;0.75974023
PPUv6.xml;PPUv4.xml;MUTTESTGENERATOR;10;16.0;3;7;0.3;0.75974023
PPUv6.xml;PPUv4.xml;BDD_FMREDUCED;9;13.0;4;5;0.44444445;0.75974023
PPUv6.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;12;37.0;0;12;0.0;0.9067164
PPUv6.xml;PPUv5.xml;ACTS;12;214.0;0;12;0.0;0.9067164
PPUv6.xml;PPUv5.xml;MUTTESTGENERATOR;5;45.0;0;5;0.0;0.9067164
PPUv6.xml;PPUv5.xml;BDD_FMREDUCED;12;42.0;0;12;0.0;0.9070632
PPUv6.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;17;43.0;12;5;0.7058824;0.9194139
PPUv6.xml;PPUv7.xml;ACTS;12;182.0;5;7;0.41666666;0.9194139
PPUv6.xml;PPUv7.xml;MUTTESTGENERATOR;6;42.0;4;2;0.6666667;0.9194139
PPUv6.xml;PPUv7.xml;BDD_FMREDUCED;16;41.0;11;5;0.6875;0.9194139
PPUv6.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;16;42.0;12;4;0.75;0.9130435
PPUv6.xml;PPUv8.xml;ACTS;12;206.0;7;5;0.5833333;0.9130435
PPUv6.xml;PPUv8.xml;MUTTESTGENERATOR;4;45.0;4;0;1.0;0.9133574
PPUv6.xml;PPUv8.xml;BDD_FMREDUCED;15;37.0;11;4;0.73333335;0.9130435
PPUv7.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;10.0;3;3;0.5;0.7181818
PPUv7.xml;PPUv2.xml;ACTS;6;53.0;3;3;0.5;0.7181818
PPUv7.xml;PPUv2.xml;MUTTESTGENERATOR;4;14.0;1;3;0.25;0.7181818
PPUv7.xml;PPUv2.xml;BDD_FMREDUCED;6;11.0;3;3;0.5;0.7181818
PPUv7.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;9;11.0;6;3;0.6666667;0.7
PPUv7.xml;PPUv3.xml;ACTS;7;51.0;4;3;0.5714286;0.7
PPUv7.xml;PPUv3.xml;MUTTESTGENERATOR;7;11.0;3;4;0.42857143;0.7
PPUv7.xml;PPUv3.xml;BDD_FMREDUCED;7;11.0;4;3;0.5714286;0.7
PPUv7.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;11;18.0;7;4;0.6363636;0.75974023
PPUv7.xml;PPUv4.xml;ACTS;9;81.0;4;5;0.44444445;0.75974023
PPUv7.xml;PPUv4.xml;MUTTESTGENERATOR;10;16.0;3;7;0.3;0.75974023
PPUv7.xml;PPUv4.xml;BDD_FMREDUCED;9;15.0;4;5;0.44444445;0.75974023
PPUv7.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;12;49.0;0;12;0.0;0.9067164
PPUv7.xml;PPUv5.xml;ACTS;12;216.0;0;12;0.0;0.9067164
PPUv7.xml;PPUv5.xml;MUTTESTGENERATOR;5;41.0;0;5;0.0;0.9067164
PPUv7.xml;PPUv5.xml;BDD_FMREDUCED;12;37.0;0;12;0.0;0.9067164
PPUv7.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;12;35.0;0;12;0.0;0.9053498
PPUv7.xml;PPUv6.xml;ACTS;12;189.0;0;12;0.0;0.90495867
PPUv7.xml;PPUv6.xml;MUTTESTGENERATOR;4;37.0;0;4;0.0;0.90495867
PPUv7.xml;PPUv6.xml;BDD_FMREDUCED;12;33.0;0;12;0.0;0.90495867
PPUv7.xml;PPUv8.xml;SPECIFICITY_FMREDUCED;15;56.0;0;15;0.0;0.9133574
PPUv7.xml;PPUv8.xml;ACTS;12;197.0;0;12;0.0;0.9130435
PPUv7.xml;PPUv8.xml;MUTTESTGENERATOR;4;45.0;0;4;0.0;0.9130435
PPUv7.xml;PPUv8.xml;BDD_FMREDUCED;15;40.0;0;15;0.0;0.9133574
PPUv8.xml;PPUv2.xml;SPECIFICITY_FMREDUCED;6;10.0;3;3;0.5;0.7181818
PPUv8.xml;PPUv2.xml;ACTS;6;54.0;3;3;0.5;0.7181818
PPUv8.xml;PPUv2.xml;MUTTESTGENERATOR;4;11.0;1;3;0.25;0.7181818
PPUv8.xml;PPUv2.xml;BDD_FMREDUCED;6;12.0;3;3;0.5;0.7181818
PPUv8.xml;PPUv3.xml;SPECIFICITY_FMREDUCED;9;13.0;6;3;0.6666667;0.7
PPUv8.xml;PPUv3.xml;ACTS;7;50.0;4;3;0.5714286;0.7
PPUv8.xml;PPUv3.xml;MUTTESTGENERATOR;7;8.0;3;4;0.42857143;0.7
PPUv8.xml;PPUv3.xml;BDD_FMREDUCED;7;10.0;4;3;0.5714286;0.7
PPUv8.xml;PPUv4.xml;SPECIFICITY_FMREDUCED;11;17.0;7;4;0.6363636;0.75974023
PPUv8.xml;PPUv4.xml;ACTS;9;86.0;4;5;0.44444445;0.75974023
PPUv8.xml;PPUv4.xml;MUTTESTGENERATOR;10;15.0;3;7;0.3;0.75974023
PPUv8.xml;PPUv4.xml;BDD_FMREDUCED;9;13.0;4;5;0.44444445;0.75974023
PPUv8.xml;PPUv5.xml;SPECIFICITY_FMREDUCED;12;46.0;0;12;0.0;0.9067164
PPUv8.xml;PPUv5.xml;ACTS;12;219.0;0;12;0.0;0.9070632
PPUv8.xml;PPUv5.xml;MUTTESTGENERATOR;5;48.0;0;5;0.0;0.9067164
PPUv8.xml;PPUv5.xml;BDD_FMREDUCED;12;39.0;0;12;0.0;0.9067164
PPUv8.xml;PPUv6.xml;SPECIFICITY_FMREDUCED;12;35.0;0;12;0.0;0.90495867
PPUv8.xml;PPUv6.xml;ACTS;12;191.0;0;12;0.0;0.90495867
PPUv8.xml;PPUv6.xml;MUTTESTGENERATOR;4;37.0;0;4;0.0;0.90495867
PPUv8.xml;PPUv6.xml;BDD_FMREDUCED;12;31.0;0;12;0.0;0.90495867
PPUv8.xml;PPUv7.xml;SPECIFICITY_FMREDUCED;20;41.0;12;8;0.6;0.9194139
PPUv8.xml;PPUv7.xml;ACTS;12;192.0;1;11;0.083333336;0.9194139
PPUv8.xml;PPUv7.xml;MUTTESTGENERATOR;6;42.0;2;4;0.33333334;0.9194139
PPUv8.xml;PPUv7.xml;BDD_FMREDUCED;16;40.0;1;15;0.0625;0.9194139
AutomotiveMultimediav1.xml;AutomotiveMultimediav2.xml;SPECIFICITY_FMREDUCED;8;11.0;0;8;0.0;0.6956522
AutomotiveMultimediav1.xml;AutomotiveMultimediav2.xml;ACTS;8;32.0;0;8;0.0;0.6956522
AutomotiveMultimediav1.xml;AutomotiveMultimediav2.xml;MUTTESTGENERATOR;7;7.0;0;7;0.0;0.6956522
AutomotiveMultimediav1.xml;AutomotiveMultimediav2.xml;BDD_FMREDUCED;8;7.0;0;8;0.0;0.6956522
Boeingv1.xml;Boeingv2.xml;SPECIFICITY_FMREDUCED;2;2.0;2;0;1.0;0.4848485
Boeingv1.xml;Boeingv2.xml;ACTS;2;9.0;2;0;1.0;0.4848485
Boeingv1.xml;Boeingv2.xml;MUTTESTGENERATOR;2;2.0;2;0;1.0;0.4848485
Boeingv1.xml;Boeingv2.xml;BDD_FMREDUCED;2;1.0;2;0;1.0;0.4848485
CarBodyv1.xml;CarBodyv2.xml;SPECIFICITY_FMREDUCED;6;3.0;0;6;0.0;0.82222223
CarBodyv1.xml;CarBodyv2.xml;ACTS;6;13.0;0;6;0.0;0.82222223
CarBodyv1.xml;CarBodyv2.xml;MUTTESTGENERATOR;3;3.0;0;3;0.0;0.82222223
CarBodyv1.xml;CarBodyv2.xml;BDD_FMREDUCED;6;3.0;0;6;0.0;0.82222223
CarBodyv1.xml;CarBodyv3.xml;SPECIFICITY_FMREDUCED;7;3.0;0;7;0.0;0.6315789
CarBodyv1.xml;CarBodyv3.xml;ACTS;7;20.0;0;7;0.0;0.6315789
CarBodyv1.xml;CarBodyv3.xml;MUTTESTGENERATOR;5;3.0;0;5;0.0;0.6315789
CarBodyv1.xml;CarBodyv3.xml;BDD_FMREDUCED;7;5.0;0;7;0.0;0.6315789
CarBodyv2.xml;CarBodyv3.xml;SPECIFICITY_FMREDUCED;6;7.0;2;4;0.33333334;0.61403507
CarBodyv2.xml;CarBodyv3.xml;ACTS;7;20.0;2;5;0.2857143;0.6315789
CarBodyv2.xml;CarBodyv3.xml;MUTTESTGENERATOR;5;3.0;2;3;0.4;0.6315789
CarBodyv2.xml;CarBodyv3.xml;BDD_FMREDUCED;7;6.0;2;5;0.2857143;0.6315789
CarBodyv3.xml;CarBodyv2.xml;SPECIFICITY_FMREDUCED;6;2.0;3;3;0.5;0.82222223
CarBodyv3.xml;CarBodyv2.xml;ACTS;6;14.0;3;3;0.5;0.82222223
CarBodyv3.xml;CarBodyv2.xml;MUTTESTGENERATOR;3;3.0;1;2;0.33333334;0.82222223
CarBodyv3.xml;CarBodyv2.xml;BDD_FMREDUCED;6;2.0;3;3;0.5;0.82222223
LinuxKernelv1.xml;LinuxKernelv2.xml;SPECIFICITY_FMREDUCED;8;3.0;3;5;0.375;0.71929824
LinuxKernelv1.xml;LinuxKernelv2.xml;ACTS;7;19.0;1;6;0.14285715;0.71929824
LinuxKernelv1.xml;LinuxKernelv2.xml;MUTTESTGENERATOR;16;3.0;8;8;0.5;0.71929824
LinuxKernelv1.xml;LinuxKernelv2.xml;BDD_FMREDUCED;8;3.0;1;7;0.125;0.71929824
ParkingAssistantv1.xml;ParkingAssistantv2.xml;SPECIFICITY_FMREDUCED;2;3.0;1;1;0.5;0.44186047
ParkingAssistantv1.xml;ParkingAssistantv2.xml;ACTS;2;18.0;1;1;0.5;0.44186047
ParkingAssistantv1.xml;ParkingAssistantv2.xml;MUTTESTGENERATOR;2;3.0;1;1;0.5;0.44186047
ParkingAssistantv1.xml;ParkingAssistantv2.xml;BDD_FMREDUCED;2;2.0;1;1;0.5;0.44186047
ParkingAssistantv1.xml;ParkingAssistantv3.xml;SPECIFICITY_FMREDUCED;7;12.0;5;2;0.71428573;0.8558559
ParkingAssistantv1.xml;ParkingAssistantv3.xml;ACTS;7;59.0;5;2;0.71428573;0.8545455
ParkingAssistantv1.xml;ParkingAssistantv3.xml;MUTTESTGENERATOR;5;15.0;3;2;0.6;0.8545455
ParkingAssistantv1.xml;ParkingAssistantv3.xml;BDD_FMREDUCED;7;11.0;5;2;0.71428573;0.8545455
ParkingAssistantv1.xml;ParkingAssistantv4.xml;SPECIFICITY_FMREDUCED;7;23.0;7;0;1.0;0.87700534
ParkingAssistantv1.xml;ParkingAssistantv4.xml;ACTS;7;97.0;7;0;1.0;0.8763441
ParkingAssistantv1.xml;ParkingAssistantv4.xml;MUTTESTGENERATOR;3;28.0;3;0;1.0;0.8763441
ParkingAssistantv1.xml;ParkingAssistantv4.xml;BDD_FMREDUCED;7;22.0;7;0;1.0;0.87700534
ParkingAssistantv2.xml;ParkingAssistantv3.xml;SPECIFICITY_FMREDUCED;8;10.0;6;2;0.75;0.8545455
ParkingAssistantv2.xml;ParkingAssistantv3.xml;ACTS;7;52.0;4;3;0.5714286;0.8545455
ParkingAssistantv2.xml;ParkingAssistantv3.xml;MUTTESTGENERATOR;5;15.0;2;3;0.4;0.8545455
ParkingAssistantv2.xml;ParkingAssistantv3.xml;BDD_FMREDUCED;7;13.0;4;3;0.5714286;0.8545455
ParkingAssistantv2.xml;ParkingAssistantv4.xml;SPECIFICITY_FMREDUCED;7;32.0;7;0;1.0;0.8763441
ParkingAssistantv2.xml;ParkingAssistantv4.xml;ACTS;7;105.0;7;0;1.0;0.8763441
ParkingAssistantv2.xml;ParkingAssistantv4.xml;MUTTESTGENERATOR;3;23.0;3;0;1.0;0.8763441
ParkingAssistantv2.xml;ParkingAssistantv4.xml;BDD_FMREDUCED;7;24.0;7;0;1.0;0.8763441
ParkingAssistantv3.xml;ParkingAssistantv2.xml;SPECIFICITY_FMREDUCED;2;3.0;2;0;1.0;0.44186047
ParkingAssistantv3.xml;ParkingAssistantv2.xml;ACTS;2;12.0;2;0;1.0;0.44186047
ParkingAssistantv3.xml;ParkingAssistantv2.xml;MUTTESTGENERATOR;2;3.0;2;0;1.0;0.44186047
ParkingAssistantv3.xml;ParkingAssistantv2.xml;BDD_FMREDUCED;2;2.0;2;0;1.0;0.44186047
ParkingAssistantv3.xml;ParkingAssistantv4.xml;SPECIFICITY_FMREDUCED;7;23.0;7;0;1.0;0.8763441
ParkingAssistantv3.xml;ParkingAssistantv4.xml;ACTS;7;103.0;7;0;1.0;0.87700534
ParkingAssistantv3.xml;ParkingAssistantv4.xml;MUTTESTGENERATOR;3;27.0;3;0;1.0;0.8763441
ParkingAssistantv3.xml;ParkingAssistantv4.xml;BDD_FMREDUCED;7;21.0;7;0;1.0;0.87700534
ParkingAssistantv4.xml;ParkingAssistantv2.xml;SPECIFICITY_FMREDUCED;2;2.0;2;0;1.0;0.44186047
ParkingAssistantv4.xml;ParkingAssistantv2.xml;ACTS;2;10.0;2;0;1.0;0.44186047
ParkingAssistantv4.xml;ParkingAssistantv2.xml;MUTTESTGENERATOR;2;2.0;2;0;1.0;0.44186047
ParkingAssistantv4.xml;ParkingAssistantv2.xml;BDD_FMREDUCED;2;2.0;2;0;1.0;0.44186047
ParkingAssistantv4.xml;ParkingAssistantv3.xml;SPECIFICITY_FMREDUCED;7;9.0;7;0;1.0;0.8545455
ParkingAssistantv4.xml;ParkingAssistantv3.xml;ACTS;7;50.0;7;0;1.0;0.8558559
ParkingAssistantv4.xml;ParkingAssistantv3.xml;MUTTESTGENERATOR;5;12.0;5;0;1.0;0.8545455
ParkingAssistantv4.xml;ParkingAssistantv3.xml;BDD_FMREDUCED;7;12.0;7;0;1.0;0.8545455
BCS1.xml;BCS2.xml;SPECIFICITY_FMREDUCED;15;25.0;0;15;0.0;0.9518072
BCS1.xml;BCS2.xml;ACTS;10;80.0;0;10;0.0;0.952
BCS1.xml;BCS2.xml;MUTTESTGENERATOR;11;29.0;0;11;0.0;0.9518072
BCS1.xml;BCS2.xml;BDD_FMREDUCED;15;29.0;0;15;0.0;0.9518072
MobileMediaV3.xml;MobileMediaV4.xml;SPECIFICITY_FMREDUCED;4;17.0;4;0;1.0;0.35911602
MobileMediaV3.xml;MobileMediaV4.xml;ACTS;4;79.0;4;0;1.0;0.35911602
MobileMediaV3.xml;MobileMediaV4.xml;MUTTESTGENERATOR;5;17.0;5;0;1.0;0.35911602
MobileMediaV3.xml;MobileMediaV4.xml;BDD_FMREDUCED;4;16.0;4;0;1.0;0.35911602
MobileMediaV3.xml;MobileMediaV5.xml;SPECIFICITY_FMREDUCED;6;19.0;6;0;1.0;0.3923445
MobileMediaV3.xml;MobileMediaV5.xml;ACTS;6;109.0;6;0;1.0;0.3923445
MobileMediaV3.xml;MobileMediaV5.xml;MUTTESTGENERATOR;10;20.0;10;0;1.0;0.3923445
MobileMediaV3.xml;MobileMediaV5.xml;BDD_FMREDUCED;6;21.0;6;0;1.0;0.3923445
MobileMediaV3.xml;MobileMediaV6.xml;SPECIFICITY_FMREDUCED;8;32.0;8;0;1.0;0.5214521
MobileMediaV3.xml;MobileMediaV6.xml;ACTS;8;175.0;8;0;1.0;0.5214521
MobileMediaV3.xml;MobileMediaV6.xml;MUTTESTGENERATOR;14;34.0;14;0;1.0;0.5214521
MobileMediaV3.xml;MobileMediaV6.xml;BDD_FMREDUCED;8;37.0;8;0;1.0;0.5214521
MobileMediaV3.xml;MobileMediaV7.xml;SPECIFICITY_FMREDUCED;11;78.0;11;0;1.0;0.6494024
MobileMediaV3.xml;MobileMediaV7.xml;ACTS;8;271.0;8;0;1.0;0.6494024
MobileMediaV3.xml;MobileMediaV7.xml;MUTTESTGENERATOR;26;82.0;26;0;1.0;0.6494024
MobileMediaV3.xml;MobileMediaV7.xml;BDD_FMREDUCED;11;72.0;11;0;1.0;0.6494024
MobileMediaV4.xml;MobileMediaV5.xml;SPECIFICITY_FMREDUCED;6;19.0;0;6;0.0;0.3923445
MobileMediaV4.xml;MobileMediaV5.xml;ACTS;6;97.0;0;6;0.0;0.3923445
MobileMediaV4.xml;MobileMediaV5.xml;MUTTESTGENERATOR;10;18.0;0;10;0.0;0.3923445
MobileMediaV4.xml;MobileMediaV5.xml;BDD_FMREDUCED;6;22.0;0;6;0.0;0.3923445
MobileMediaV4.xml;MobileMediaV6.xml;SPECIFICITY_FMREDUCED;8;35.0;6;2;0.75;0.5214521
MobileMediaV4.xml;MobileMediaV6.xml;ACTS;8;165.0;3;5;0.375;0.5214521
MobileMediaV4.xml;MobileMediaV6.xml;MUTTESTGENERATOR;14;33.0;3;11;0.21428572;0.5214521
MobileMediaV4.xml;MobileMediaV6.xml;BDD_FMREDUCED;8;32.0;2;6;0.25;0.5214521
MobileMediaV4.xml;MobileMediaV7.xml;SPECIFICITY_FMREDUCED;11;77.0;11;0;1.0;0.6494024
MobileMediaV4.xml;MobileMediaV7.xml;ACTS;8;286.0;8;0;1.0;0.6494024
MobileMediaV4.xml;MobileMediaV7.xml;MUTTESTGENERATOR;26;82.0;26;0;1.0;0.6494024
MobileMediaV4.xml;MobileMediaV7.xml;BDD_FMREDUCED;11;88.0;11;0;1.0;0.6494024
MobileMediaV5.xml;MobileMediaV4.xml;SPECIFICITY_FMREDUCED;4;14.0;0;4;0.0;0.35911602
MobileMediaV5.xml;MobileMediaV4.xml;ACTS;4;82.0;0;4;0.0;0.35911602
MobileMediaV5.xml;MobileMediaV4.xml;MUTTESTGENERATOR;5;16.0;0;5;0.0;0.35911602
MobileMediaV5.xml;MobileMediaV4.xml;BDD_FMREDUCED;4;18.0;0;4;0.0;0.35911602
MobileMediaV5.xml;MobileMediaV6.xml;SPECIFICITY_FMREDUCED;8;29.0;6;2;0.75;0.5214521
MobileMediaV5.xml;MobileMediaV6.xml;ACTS;8;164.0;3;5;0.375;0.5214521
MobileMediaV5.xml;MobileMediaV6.xml;MUTTESTGENERATOR;14;40.0;3;11;0.21428572;0.5214521
MobileMediaV5.xml;MobileMediaV6.xml;BDD_FMREDUCED;8;32.0;2;6;0.25;0.5214521
MobileMediaV5.xml;MobileMediaV7.xml;SPECIFICITY_FMREDUCED;11;75.0;11;0;1.0;0.6494024
MobileMediaV5.xml;MobileMediaV7.xml;ACTS;8;294.0;8;0;1.0;0.6494024
MobileMediaV5.xml;MobileMediaV7.xml;MUTTESTGENERATOR;26;81.0;26;0;1.0;0.6494024
MobileMediaV5.xml;MobileMediaV7.xml;BDD_FMREDUCED;11;70.0;11;0;1.0;0.6494024
